Team name,Profile team,Wiki URL,Region,Country,Track,Kind,Section,Application,Year,Title,Abstract,Members
PuiChing_Macau,https://old.igem.org/Team.cgi?team_id=3503,https://2020.igem.org/Team:PuiChing_Macau,Asia,Macao,High School,High School,hs,Accepted,2020,FirE. coli : Engineering E. coil to produce safe and eco-friendly flame retardant proteins,"Current flame retardant materials are known to be hazardous to human body and our environment. To solve this problem, we here developed Eco-friendly and harmless flame retardant E. coli. While previous iGEM teams and research groups attempted to produce flame retardant proteins, the proteins they produced cannot retain on the surfaces of objects and can be washed away easily, precluding the application of these proteins. To address the problem, we engineered E. coli to produce flame retardant proteins (SR or casein) fused with surface adhering proteins (cellulose binding domain or mussel adhesive proteins). Thereby, we improved previous iGEM flame retardant systems, which contain only flame retardant proteins. We here proved the protein expression, fire retardancy and sustainability of our flame retardant systems, matching our previous modelling results. Additionally, we also engineered an easy-to-make vertical burning test, helping us and future iGEM teams to test flame retardants. ","['Wai Man Cheong', 'Seak Chi U', 'Franklin Hor Chung Yeung', 'Fong Tin Cheng', 'Stephanie Pei Wen Ng', 'Lok In Lo ', 'MO YATING', 'LEONG WENG I', 'XIANG YI FAN', 'LI IENG CHON', 'Lai Weng In', 'Pak Chong Cheong', 'Lok Hang Chiu', 'Cheong Sin Mei', 'LEONG NGA CHI', 'Iong Hou', 'She Cho Cheng', 'Jeremy Hu', 'LEI WENG SEONG', 'Chio Weng Si Victoria']"
Purdue,https://old.igem.org/Team.cgi?team_id=3439,https://2020.igem.org/Team:Purdue,North America,United States,Diagnostics,Collegiate,under,Accepted,2020,Microfluidic Argonaute Mediated COVID-19 Point of Care Diagnostic Device. ,"The COVID-19 pandemic has strained global diagnostic capacities and highlighted the limitations of conventional lab-based assays, which can take between 1-14 days to receive conclusive results. Current on-site kits have false-negative rates as high as 33%. In an effort to provide accurate, non-invasive, affordable, and rapid Point of Care(POC) diagnostic tests for COVID-19 and other emerging pandemics, Purdue iGEM is developing cArgo: a COVID-19 Argonaute mediated microfluidic diagnostic device. cArgo extracts viral RNA from saliva for amplification and conversion into dsDNA. TtAgo that we will express and purify from e.coli then cleaves the dsDNA using COVID-19 DNA guides producing ssDNA fragments. These fragments hybridize to molecular beacons emitting a quantifiable fluorescent signal for conclusive result determination. Coupling the biologics with chip barcoding and app integration, we hope to revolutionize POC Diagnostics while making data more accessible for simultaneous detection and contact tracing.   ","['Kevin Solomon', 'Mohit Verma', '', 'Benjamin Howard', 'Madhumitha Prakash', 'Hailey Mira Szadowski', 'Nanthalak Jitnavasathien', 'Miles Thompson', 'Xander Weintraut', 'Jieun Lee', 'Karthik Raja Ravichandran', 'Casey Ernest ', 'Ana Stenstrom', 'Dalton Saylor', 'Victor Pacheco', 'Andres Alonso Dextre', 'Alex Boyd', 'Matthew Yan-lok Chan', 'Swagat Bhattacharyya', 'Ethan Hillman']"
PYMS_GZ_China,https://old.igem.org/Team.cgi?team_id=3683,https://2020.igem.org/Team:PYMS_GZ_China,Asia,China,High School,High School,hs,Accepted,2020,Too Much Infection: general assay platform to test infectivity of current and future SARS-CoV-2 strains,"Traditionally, measuring the infectivity of SARS-CoV-2 requires a live virus which creates serious biosafety concerns. We wanted to create a safe alternative, utilizing a general assay system, to identify the infectivity of different current and future strains of SARS-CoV-2, as it is critical for assessing outbreak control and immunity of potential vaccines. Infectivity of different strains can be measured by the binding affinity between the receptor-binding domain (RBD) of Spike protein (S protein) and its human ACE2 receptor, which is how the virus gains entry into human cells. Various genetic mutations in the S protein affect the RBD-ACE2 interaction, therefore contributing to different infectivities. We engineered a pseudovirus to recap this crucial interaction by expressing S proteins corresponding to the original and the predominant G614D SARS-CoV-2 strains and used a luciferase assay to quantitatively measure infectivity. ","['Qiyu Li', '', '', 'Leyi Zheng', 'Oulan Li', 'Charlotte Zhang', 'Taylor Khouw Shimizu', 'Emily Roshan', 'Alanna Xue', 'Xu Lin Zi Cai', 'JieYing Gan', 'Guanghui Sun', 'Christine Douglas', 'Nicole Douglas', 'Hannah Yang', 'Ouqiao Li', 'Varun Govil', 'Daniel Kermany', 'Ian Ziyar', 'Andrea Olvera-Morales']"
Qdai,https://old.igem.org/Team.cgi?team_id=3430,https://2020.igem.org/Team:Qdai,Asia,Japan,Environment,Collegiate,under,Accepted,2020,P. coli: Engineering E.coli to have an increased capacity of phosphorus accumulation,"While phosphorus is one of the most important resources for agricultural food production, it becomes a great driver of water pollution when it enters the environment. Sometimes the pollution causes health problems to humans and animals. Further, phosphorus is expected to be depleted in about 50 years, so the recovery and recycling is a big issue. We looked into phosphorus metabolism of bacteria and hope to enhance its capacity of phosphorus accumulation by engineering E.coli to increase polyphosphate kinase and decrease exopolyphosphatase. We believe that our project contributes to sustainable development goals (SDGs). ","['Yusuke Maeda', 'Akiko Satake', 'Yoko Yamanishi', 'Hiroshi Ito', 'Tomoya Noma', 'Suda Shino', 'Koyama Haruki', 'Inoue Hiromu', 'Haruka Oishi', 'Jiaxin Wu', 'Toji Yasunori', '松澤 多聞', 'Kento Tsuruzoe ', 'Kenta Motoyashiki', 'Ryosuke Kita', 'Kenta Takemori']"
QHFZ-China,https://old.igem.org/Team.cgi?team_id=3457,https://2020.igem.org/Team:QHFZ-China,Asia,China,High School,High School,hs,Accepted,2020,Super-Serum for Engineered Bacteria,"Various engineered bacteria showed useful functions. However, the storage of these bacteria usually requires -80℃ refrigerators, which substantially limited their transportation and usages in daily life. Therefore, we decided to utilize TDPs from tardigrades (water bears) to supply a new storage method. By introducing the TDPs as the protectants into bacteria during lyophilization (freeze-drying), we could produce dry powder that can be stored at room temperature without any equipment. The powder can be stored at room temperature for a long time, without any usage of professional equipment. This year, we confirmed that certain TDPs have the ability to maintain the survival rate of E. coli. We also optimized the method by regulating the expression level and combining different TDPs. In addition, we proved the modularity and studied the degradation of TDPs after freeze-drying. We hope the method would promote the practical application of engineered bacteria.  ","['Shiqi Wang', '', 'Xing (Leaves) Zhang', 'Tianze Zhu', 'Yixian Yang', 'Zhandong Jiao', 'Celine Siu Ham Zhang', 'Jiangshan Gao', 'Yi Zhang', 'Sizhe Duan', 'Marco Xue', 'Yeqi Wong', 'Xinyuan Wang', 'Bert Shan', 'James Haorui Wang', 'Junfei(Sophie) Li', 'Yiming Tang', 'Shao Chang', 'Siyuan Wang', 'Bohan Zhang', 'Zhimeng Xu', 'Jun Ma', 'Aiqi Zhao', 'Li TianHong', 'Luo Shaowei', 'Weizhao Chen']"
Queens_Canada,https://old.igem.org/Team.cgi?team_id=3515,https://2020.igem.org/Team:Queens_Canada,North America,Canada,Diagnostics,Collegiate,under,Accepted,2020,Velcrion - A transdermal biosensor to detect critical metabolites in chronic kidney disease. ,"Team Queens_Canada will be designing a novel transdermal biosensor for point-of-care diagnostic quantification of phosphate, potassium, parathyroid hormone (PTH) and fibroblast growth factor 23 (FGF23) for chronic kidney disease (CKD) patients. Knowledge of the concentration of these analytes is critical for guiding effective treatments and improving patient outcomes. We will generate genetically encoded Förster resonance energy transfer (FRET) sensors by fusing the N- and C-termini of phosphate-binding protein (PBP), potassium-binding protein (KBP), PTH 1 receptor (PTH1R), and α-Klotho to fluorescent proteins (FPs). To quantify physiologically relevant levels of phosphate, potassium, PTH and FGF23, highly optimized mNeonGreen and mCherry will be used as the FPs. Site-directed mutagenesis will be employed on protein-fluorophore constructs to add a Cysteine residue, to which a glutamate (E)/ lysine (K) coiled-coil system will be added to immobilize the construct onto a microfluidic surface. Through frequent monitoring and early disease detection, we hope to revolutionize CKD diagnostics.  ","['John Allingham', '', '', 'Sono Khan ', 'Kody Klupt', 'Aasiya Remtulla', 'Hannah Beddow', 'Anthony Marsili', 'Mahdi Kabir', 'Janis Cheng', 'Liana Evans', 'Genevičve Norris-Roozmon', 'Akshaj Darbar', 'Talia Dang', 'Nolan Neville']"
RDFZ-China,https://old.igem.org/Team.cgi?team_id=3395,https://2020.igem.org/Team:RDFZ-China,Asia,China,High School,High School,hs,Accepted,2020,Tea-HEE,"Depression is a common yet serious disease worldwide effecting more than 322 million people. It has been accepted that serotonin deficiency is the major cause of depression and medications are made to improve this situation. Yet patients often feel pressure and refuse to take antidepressants due to social stigmas.  Our project, Tea-HEE, focused on a novel way to prevent this problem. We engineered E. coli Nissle 1917 (an FDA approved probiotic) to be placed in patients’ intestine. It can be activated by PCA, a tea metabolite derived from tea intake, and to produce 5-HTP, the precursor of serotonin naturally present in intestines that has multiple advantages for serotonin synthesis. Therefore by ingesting tea, a common beverage, patients can get an ample supply of 5-HTP in their intestine and hence an ample supply of serotonin in their brain to fight depression toward a better quality of life without pressure.  ","['Weifeng Nian', 'Wenfeng Liu', 'Zhi Sun', 'YuLin Ning', 'Mingyang Li', 'Michael Z Jiang', 'Xinxin Li', 'Minjia Pan', 'You Wang', 'Yong Ji', 'ZHI JI', 'JIENI WU', 'Kunpeng Zhang', 'Shuying Han', 'Tianrong Liu', 'Yuhong Chen', 'Xu Hang', 'Yijun Zhou', 'Yushan Zou', 'Liangpu Liu', 'Tianrui Yang', 'Qisheng Zhu', 'Xianghui Chen', 'Yiqiao Wang', 'Xin Yi Zheng', 'Shan Zhao', 'MEIYAN WU', 'Zeyuan Li', 'Xueqi Sun', 'Zihou Ye', 'Sizhuo Wang']"
REC-CHENNAI,https://old.igem.org/Team.cgi?team_id=3366,https://2020.igem.org/Team:REC-CHENNAI,Asia,India,,Collegiate,none,Withdrawn,2020,-- Not provided yet --,-- No abstract provided yet -- ,"['GAYATHRI VIJAYAKUMAR', '', '']"
ROADS_SY,https://old.igem.org/Team.cgi?team_id=3614,https://2020.igem.org/Team:ROADS_SY,Asia,China,High School,High School,hs,Accepted,2020,Rice Arsenate Accumulation Reduction,"Thanks to hybridization and genetic modification, rice sustains a huge proportion of the world population. However, arsenate accumulation poses a severe threat to the rice-consuming population, who are generally unaware of the threat and unable to deal with it. We decided to lower the arsenate accumulation of rice by identifying and modifying the genetic sequence related to the arsenate level. Specially, we adopted both the conventional method and the bioinformatic method to identify the related genetic sequence. By doing so, we intended to promote the fusion of bioinformatics and bioengineering. The assumption is that Ospt4 is responsible for the arsenate accumulation of many crop species, including rice. We planned to knock out the genetic sequence and perform contrast experiments to examine whether Ospt4 is related to arsenate accumulation. ","['Ruize Gao', '', '', 'Xinbo Li', 'Yudan Wang', 'Suning Hong ', 'Ruilin Piao', 'Junzhao Jiang ', 'Yimeng Yin ', 'Mengzhe Li', 'Cao Shihong', 'Victor Sun', 'Fanjie Fang']"
Rochester,https://old.igem.org/Team.cgi?team_id=3346,https://2020.igem.org/Team:Rochester,North America,United States,Diagnostics,Collegiate,under,Accepted,2020,"Creation of a Novel, Noninvasive Diagnostic for Endometriosis using Menstrual Effluent","The 2020 University of Rochester iGEM Team, Team UteRus, created a novel, non-invasive diagnostic for endometriosis using menstrual effluent (ME). Endometriosis is a chronic disease, affecting 200 million women worldwide, that causes abnormal endometrial-like tissue growth outside of the uterine cavity. The only diagnostic available is exploratory surgery. Our team created lateral flow immunoassays (LFA) that can qualitatively and quantitatively measure the presence of endometriosis biomarkers in ME and built a model to optimize the assay design. Using a Plug and Play approach, our team designed plasmids for antibody production in SHuffle stain Escherichia coli and reduced the cost of our diagnostic. Additionally, we created menstrual cups best suited for the comfort of endometriosis patients as well as inexpensive laboratory equipment for clinics without laboratory access. Our team also built a predictive model that we integrated into a software tool as an endometriosis diagnostic based solely on clinical variables.  ","['Anne S. Meyer', '', 'Nancy Chen', 'omar soufan', 'Emily Schiller', 'Gabe Isaacson', 'Jinghong Tang', 'Meghan Martin', 'Linh Hoang', 'Emily Laskey', 'Huishan Shi', 'Zivile Vebraite', 'Isabel Lopez', 'Helen Shammas', 'Yuxin Chen', 'hanwen gu', 'Roger White', 'Lynn Sidor', 'Ram Surya Gona']"
